           0  -4.9722581895118356        4.9847197519419728     
           1   2.5628306077177965E-002  -2.2512415710718623E-003
           2  -6.4024041736543229E-004   2.4757821153086917E-005
           3   7.6593619150051889E-002  -2.9380517983191080E-003
           4 -0.32476746166515663        1.5057575849055055E-003
           5  -8.8910238164613187E-002  -3.1841939714763404E-003
           6   1.5429736655317686E-003  -1.2360931484653429E-004
           7  -5.0996981516971164E-002  -9.0783415548742041E-003
           8   3.8957865014553950E-002   1.5786763093817806E-002
           9   2.7886890331261975E-003   8.9615590476918305E-003
          10   1.5491352250166918E-003  -1.3009614947034052E-004
          11  -2.5643339054916684E-003   4.3720782674081049E-003
          12  -1.3663474543049242E-003  -1.6248910144482231E-003
          13  -8.5249519336318986E-003  -5.1972103882355299E-004
          14   2.5729530644013877E-003  -3.8020706563135974E-005
          15  -5.0180865288531338E-003  -4.1325865599535620E-005
          16   4.1687053018404727E-003   3.2398528563836448E-005
          17   7.5895595208239309E-003   6.6235855424670326E-004
          18   2.6487122944094817E-003  -2.5026177108352913E-005
          19   7.0125633999864583E-003   4.0684238165784723E-004
          20   2.8460924516507144E-003   9.7784046267969715E-006
