   3.3333331843217230E-006  -66938.042845424046     
   3.2999999269843104E-004  -60660.096860633013     
   6.6333331858118379E-004  -40813.031136393867     
   9.9666664446393643E-004  -11437.528935029051     
   1.3299999703466892E-003   21101.860329869916     
   1.6633332962294419E-003   49861.062014785231     
   1.9966666221121949E-003   69246.676118898395     
   2.3299999479949474E-003   76521.304610705629     
   2.6633332738777004E-003   72384.652290348124     
   2.9966665997604534E-003   60444.070064547792     
   3.3299999256432059E-003   45774.077147048738     
   3.6633332515259584E-003   33082.669392678537     
   3.9966665774087114E-003   25135.114198340638     
   4.3299999032914644E-003   21983.601323028553     
   4.6633332291742165E-003   21251.226939797234     
   4.9966665550569694E-003   19332.480970272536     
   5.3299998809397224E-003   13042.101982299488     
   5.6633332068224754E-003   1089.7156176442882     
   5.9966665327052283E-003  -15168.095770377064     
   6.3299998585879804E-003  -31976.102193590177     
   6.6633331844707334E-003  -44343.195461244548     
   6.9966665103534864E-003  -47710.204835410717     
   7.3299998362362385E-003  -39543.681040990952     
   7.6633331621189914E-003  -20314.106762473013     
   7.9966664880017444E-003   6461.2072391876263     
   8.3299998138844974E-003   35110.647375637513     
   8.6633331397672503E-003   59333.807207377751     
   8.9966664656500033E-003   73872.826386550529     
   9.3299997915327545E-003   75827.933286330968     
   9.6633331174155075E-003   65261.546530459738     
   9.9966664432982605E-003   44979.082459155143     
   1.0329999769181013E-002   19627.668077957256     
   1.0663333095063766E-002  -5565.2476296715868     
   1.0996666420946519E-002  -26030.757658002258     
   1.1329999746829272E-002  -38754.344437817766     
   1.1663333072712025E-002  -42655.788922775930     
   1.1996666398594778E-002  -38454.091826057695     
   1.2329999724477530E-002  -28160.387042494149     
   1.2663333050360282E-002  -14413.749635697041     
   1.2996666376243035E-002   132.59060266920460     
   1.3329999702125788E-002   13235.998594958042     
   1.3663333028008541E-002   23262.973968224545     
   1.3996666353891294E-002   29044.432278665539     
   1.4329999679774047E-002   29920.999753647760     
   1.4663333005656799E-002   25924.065871252173     
   1.4996666331539552E-002   17840.795003958177     
   1.5329999657422304E-002   7158.2102157459176     
   1.5663332983305057E-002  -4146.5808611315715     
   1.5996666309187810E-002  -13957.320184018714     
   1.6329999635070563E-002  -20448.070670293917     
   1.6663332960953316E-002  -22491.367586536540     
   1.6996666286836069E-002  -19934.729649212790     
   1.7329999612718822E-002  -13658.034358859230     
   1.7663332938601575E-002  -5376.7091576821531     
   1.7996666264484328E-002   2775.6866598234628     
   1.8329999590367081E-002   8786.8120915802901     
   1.8663332916249831E-002   11286.749057481371     
   1.8996666242132584E-002   9907.6244303883468     
   1.9329999568015337E-002   5376.4970297701229     
   1.9663332893898090E-002  -692.64600970338097     
   1.9996666219780843E-002  -6257.6384942670302     
   2.0329999545663596E-002  -9434.2946144617799     
   2.0663332871546349E-002  -9046.6775352171990     
   2.0996666197429101E-002  -4984.3616410517716     
   2.1329999523311854E-002   1738.6184780825997     
   2.1663332849194607E-002   9245.1955233943481     
   2.1996666175077360E-002   15308.279968992341     
   2.2329999500960113E-002   17974.475885616139     
   2.2663332826842866E-002   16125.327121453116     
   2.2996666152725619E-002   9819.7297248599189     
   2.3329999478608372E-002   321.95759554785013     
   2.3663332804491125E-002  -10193.302309485613     
   2.3996666130373878E-002  -19179.526026843982     
   2.4329999456256628E-002  -24356.918898496384     
   2.4663332782139381E-002  -24284.039798648468     
   2.4996666108022134E-002  -18718.045193227706     
   2.5329999433904887E-002  -8679.1127327737086     
   2.5663332759787640E-002   3786.2884961900199     
   2.5996666085670393E-002   16072.990847288958     
   2.6329999411553145E-002   25593.193326132117     
   2.6663332737435898E-002   30321.977856980440     
   2.6996666063318651E-002   29218.760993368349     
   2.7329999389201404E-002   22333.913919266837     
   2.7663332715084157E-002   10726.121128174349     
   2.7996666040966910E-002  -3679.8466287015581     
   2.8329999366849663E-002  -18400.379604054768     
   2.8663332692732416E-002  -30790.614749127235     
   2.8996666018615169E-002  -38474.459489941910     
   2.9329999344497919E-002  -39743.506325661612     
   2.9663332670380672E-002  -33863.059357688500     
   2.9996665996263425E-002  -21233.530969724248     
   3.0329999322146178E-002  -3373.8845578385226     
   3.0663332648028931E-002   17280.585247086387     
   3.0996665973911684E-002   37743.879685967346     
   3.1329999299794437E-002   54956.248572140983     
   3.1663332625677193E-002   66296.260703422828     
   3.1996665951559942E-002   70038.945487116187     
   3.2329999277442692E-002   65673.667797550879     
   3.2663332603325448E-002   54015.268663068717     
   3.2996665929208198E-002   37077.108769347586     
   3.3329999255090954E-002   17719.368967902072     
   3.3663332580973704E-002  -868.25125718118215     
   3.3996665906856460E-002  -15753.274901603036     
   3.4329999232739210E-002  -24801.150269283953     
   3.4663332558621966E-002  -27058.631604907208     
   3.4996665884504716E-002  -22897.194535751514     
   3.5329999210387472E-002  -13882.293147501399     
   3.5663332536270222E-002  -2392.9054767057714     
   3.5996665862152978E-002   8928.0815052122416     
   3.6329999188035728E-002   17771.568768707177     
   3.6663332513918484E-002   22672.266827320698     
   3.6996665839801234E-002   23311.328676054633     
   3.7329999165683983E-002   20536.621155716042     
   3.7663332491566739E-002   16090.236720643792     
   3.7996665817449489E-002   12103.242437279347     
   3.8329999143332245E-002   10477.684069099379     
   3.8663332469214995E-002   12310.743848274265     
   3.8996665795097751E-002   17515.779055004976     
   3.9329999120980501E-002   24757.162737244256     
   3.9663332446863257E-002   31746.130450044238     
   3.9996665772746007E-002   35856.500361087135     
